names,scores,logfoldchanges,pvals,pvals_adj
MYO18A,1.0034931,0.5751352,0.31562303639700495,1.0
CTNS,1.0033983,1.1802976,0.31566870650710055,1.0
HNRNPR,1.0033141,0.10810523,0.31570930580376244,1.0
CASP9,1.002746,0.6976441,0.3159834407444593,1.0
SEL1L,1.0025618,0.3011476,0.3160723142908274,1.0
NTAN1,1.0024672,0.1955697,0.316118027075204,1.0
RNF111,1.0020883,0.35108042,0.316300921610428,1.0
RAB24,1.0002154,0.87594765,0.3172062539176752,1.0
MATN1-AS1,1.0000944,0.639444,0.3172648028676732,1.0
LINC01184,0.9996104,0.31253704,0.3174990695242125,1.0
AC004974.1,0.9990107,1.6826477,0.31778951374557807,1.0
DHX40,0.9981058,0.31140244,0.31822805728299863,1.0
HS6ST1,0.9980953,0.9021448,0.3182331589570824,1.0
L3MBTL1,0.9968958,0.9982137,0.31881510100275434,1.0
LINC01006,0.99687475,1.520488,0.31882531672729797,1.0
OPRL1,0.99670637,1.7301434,0.31890705023876353,1.0
LDAH,0.9957647,0.65260065,0.31936450001247996,1.0
RAPGEF2,0.99460727,0.5629478,0.3199273166552685,1.0
EED,0.994381,0.30982387,0.32003739746321247,1.0
RANBP10,0.99291325,0.5697478,0.320752244347952,1.0
SENP6,0.99124026,0.2092903,0.32156828744000887,1.0
TRAPPC12,0.98998284,0.29329643,0.3221824943324325,1.0
CD68,0.9898724,0.8693192,0.32223649886545247,1.0
POLI,0.98985136,0.5794805,0.32224678611282354,1.0
GDF7,0.9896935,3.2814703,0.32232394729855585,1.0
AL162253.2,0.9886571,0.9784497,0.3228309385438972,1.0
MAPK10,0.9883888,6.157407,0.3229622747805052,1.0
ZC3H14,0.98750496,0.23581965,0.32339515816464526,1.0
MAFK,0.9868894,0.67755616,0.3236968538056063,1.0
KREMEN1,0.9858267,4.310158,0.32421816151939775,1.0
AC011773.4,0.9843852,1.1323295,0.3249261551817171,1.0
RASSF1-AS1,0.9837118,1.4072332,0.325257241276792,1.0
WNT16,0.98333824,23.32855,0.32544098519519005,1.0
IGF2,0.98333824,23.72623,0.32544098519519005,1.0
UGT2B17,0.98333824,22.890034,0.32544098519519005,1.0
NLK,0.98305416,0.783643,0.32558077928450935,1.0
OMA1,0.98229134,0.27514473,0.32595634549343333,1.0
AC008074.2,0.9822861,1.4209725,0.3259589365827129,1.0
CTDNEP1,0.98205984,0.12575454,0.3260703660888358,1.0
FCGR2A,0.98067623,1.4573064,0.32675243884129823,1.0
DPAGT1,0.97757226,0.4410745,0.32828593318939525,1.0
TGIF1,0.97677255,0.35274845,0.3286817579011816,1.0
CCDC137,0.9765674,0.251966,0.3287833680499793,1.0
MAK16,0.97615176,0.43789843,0.32898925613270436,1.0
PLEKHJ1,0.97506803,0.13442804,0.3295265218186658,1.0
ZFY,0.97409475,0.35176042,0.3300095018420619,1.0
AC104971.3,0.97282684,3.5438328,0.33063936833128427,1.0
ZNF782,0.97255325,1.3379195,0.33077537509855415,1.0
EXOC5,0.97247434,0.28603312,0.3308146145454929,1.0
NSUN4,0.9715853,0.7926446,0.3312569204086073,1.0
COPB1,0.9713117,0.15481365,0.3313930914229305,1.0
PRDM8,0.9709329,0.7473581,0.3315816956472547,1.0
DLG1,0.97092766,0.31427425,0.3315843156388536,1.0
SAP30,0.9708382,0.23949565,0.331628857543633,1.0
TUSC2,0.9685339,0.122889414,0.3327778001026922,1.0
PUM1,0.9681867,0.2066587,0.33295115099599093,1.0
AL844908.1,0.968113,2.6407614,0.3329879298908561,1.0
KLHL15,0.9680972,0.48916522,0.3329958114238206,1.0
TUBGCP4,0.966661,0.49777967,0.33371353501085665,1.0
PHLPP2,0.9666031,0.9170866,0.3337424751755098,1.0
LINC00996,0.9663769,2.3887644,0.3338556204434078,1.0
MBTPS1,0.9654352,0.21761058,0.3343268863375596,1.0
MRPL12,0.9630888,0.20929365,0.335502966448296,1.0
WDR92,0.96299934,0.5080295,0.33554784725799547,1.0
SORD,0.9627363,1.0008335,0.335679872043958,1.0
C5orf63,0.9618051,0.76774895,0.33614750849098407,1.0
ACYP2,0.96103173,0.21533248,0.33653620302845844,1.0
ENTR1,0.96090025,0.24052098,0.33660233629586966,1.0
MIR222HG,0.9607266,1.2689488,0.336689645007466,1.0
RMND5A,0.95865905,0.25951076,0.33773053181683166,1.0
HBG1,0.9582382,0.86423916,0.3379426701677699,1.0
TMEM38B,0.9575753,0.41651064,0.3382769615949829,1.0
MCTS1,0.95710707,0.16286491,0.3385132159974221,1.0
AIFM2,0.9570755,1.1263753,0.33852914707084947,1.0
AC087500.1,0.9568861,1.1404319,0.3386247436186416,1.0
ROCK2,0.9566546,0.21545567,0.33874160737346437,1.0
BTBD7,0.95419776,0.32196164,0.3399835518237525,1.0
GPATCH3,0.9538505,0.53996974,0.34015930798941374,1.0
IGLV3-19,0.95354015,23.698538,0.3403164726348985,1.0
ZNF577,0.9534086,1.0354424,0.3403830818570859,1.0
ZNF506,0.95332444,0.29011095,0.34042571614298667,1.0
ZNF670,0.95128846,1.099714,0.3414579750625041,1.0
MCM3AP,0.9506676,0.35923758,0.3417731188201095,1.0
SLAMF6,0.9505466,0.14225195,0.3418345668114878,1.0
AC016949.1,0.9498469,1.4226032,0.34219003510666535,1.0
ZNF717,0.9492945,1.150093,0.3424708349078084,1.0
SNHG21,0.9483212,0.61086816,0.3429659357761683,1.0
RAB2B,0.9476531,0.33976048,0.34330608048462496,1.0
SLC25A28,0.9473269,0.3214984,0.34347221364195746,1.0
KNTC1,0.9462958,0.8880384,0.3439977464852516,1.0
C7orf31,0.94619584,0.83251774,0.34404871827437156,1.0
CALM2,0.94604325,-0.019510238,0.34412652661597876,1.0
IGLV2-11,0.94593275,4.5697193,0.34418287759875,1.0
DTWD2,0.9456434,0.8008256,0.3443304914169385,1.0
PATL2,0.94491214,0.2809699,0.34470373184511105,1.0
AVL9,0.9448753,0.51909673,0.34472253494926386,1.0
STARD10,0.9447385,0.72457296,0.3447923807788249,1.0
PRR14,0.9438968,0.35332888,0.34522239995286774,1.0
PIK3C2A,0.94310236,0.30103976,0.3456285440492368,1.0
ARSB,0.94275516,1.4955146,0.3458061595884456,1.0
JSRP1,0.9423711,1.1578668,0.34600268086918995,1.0
MSRA,0.94180816,0.43987924,0.34629086116068586,1.0
AC091045.1,0.94114006,6.889106,0.3466331052678051,1.0
CHFR,0.94101375,0.33271533,0.34669780550512463,1.0
ZNF804A,0.94090855,5.792172,0.34675172824222245,1.0
PDCD2L,0.9403246,0.32258344,0.3470510964690071,1.0
AC105285.1,0.94011414,2.7741244,0.34715901721610853,1.0
ERAL1,0.939446,0.37910044,0.34750180710763834,1.0
POLDIP2,0.93936706,0.18271051,0.34754230831480637,1.0
RELA-DT,0.93678397,0.5455686,0.3488697053160573,1.0
MLH1,0.9364367,0.30855665,0.3490483786492923,1.0
VAT1,0.9359422,0.44966057,0.349302953100889,1.0
SLMAP,0.93505836,0.2936324,0.34975823077257917,1.0
FOXP4,0.9347637,0.9921915,0.349910073646969,1.0
HADHB,0.934285,0.14795746,0.3501569075166341,1.0
TAPT1-AS1,0.9340903,3.104337,0.3502573001191658,1.0
CCN2,0.93388516,5.055994,0.3503631391113712,1.0
CEP120,0.9338799,0.34977394,0.3503658531983799,1.0
ARNT,0.9331328,0.3321513,0.35075138893569835,1.0
ZKSCAN1,0.93298554,0.3383337,0.35082744180107794,1.0
AL512625.1,0.9323016,2.514874,0.35118068131689484,1.0
DAPK1,0.93226475,2.5871456,0.35119970829896696,1.0
TMEM120A,0.93226475,0.42658612,0.35119970829896696,1.0
AL135925.1,0.9312915,0.45097506,0.35170280101366047,1.0
TRAF3IP2-AS1,0.9309074,0.7872992,0.3519014442099515,1.0
NFYC-AS1,0.92973423,0.7724274,0.352508698254379,1.0
SUN1,0.9289714,0.33128375,0.35290390510589453,1.0
WDR70,0.9286084,0.1972682,0.3530920674388782,1.0
SCAI,0.9278666,0.49410686,0.35347677034328706,1.0
TOR4A,0.92654085,1.2239758,0.3541649841869925,1.0
DLL3,0.9259253,2.1456933,0.3544847995959669,1.0
SFSWAP,0.92458373,0.19596998,0.3551824648868436,1.0
AASS,0.9210431,1.1729288,0.35702791193447947,1.0
CBLN3,0.91999096,2.5831234,0.3575774980407075,1.0
WBP2NL,0.9199646,1.4636159,0.35759124451335567,1.0
NEU1,0.9196858,0.07417105,0.3577369775752086,1.0
AP4M1,0.9188493,0.60933316,0.3581744010108202,1.0
RFC3,0.9185336,0.5021467,0.358339553867998,1.0
EFCAB11,0.91841793,0.9857463,0.35840012191532133,1.0
IPMK,0.91724473,0.5405466,0.3590144250509273,1.0
TIAM2,0.91677123,1.016276,0.35926253742597947,1.0
SLC48A1,0.91671336,0.7648831,0.3592928696597263,1.0
PPP2R5B,0.91592944,0.8963923,0.359703892071886,1.0
AC011447.3,0.9150088,1.4120845,0.36018701349064053,1.0
CYP51A1,0.91417754,0.27713957,0.3606235528709426,1.0
MIER3,0.91400397,0.70031625,0.3607147707124495,1.0
PEF1,0.9133674,0.14439881,0.36104935997621135,1.0
EIF2AK4,0.9133253,0.271233,0.36107148843893166,1.0
SLF1,0.91328317,0.3010781,0.3610936177522823,1.0
TP53I3,0.912957,3.351205,0.36126514877171423,1.0
NR2F6,0.9119364,1.2392167,0.3618022048732039,1.0
MIA2,0.9119311,0.1821723,0.3618049744992571,1.0
POLG2,0.9117049,0.5179606,0.3619240809895441,1.0
ARHGAP12,0.91149974,0.37116942,0.3620321290524946,1.0
STK32B,0.91138923,7.506159,0.36209031714933326,1.0
OR2G6,0.91130507,6.62561,0.36213465487017305,1.0
WASIR2,0.91110516,5.945935,0.36223997058867297,1.0
TRAM2-AS1,0.909711,1.1020286,0.3629749424985136,1.0
C2CD5,0.9088271,0.44227907,0.3634413700697031,1.0
PSMB4,0.9068648,0.082394965,0.36447829013949395,1.0
SYCP3,0.9056916,2.5569506,0.36509910043959326,1.0
ZNF562,0.90401864,0.48878103,0.3659855230870843,1.0
CHD8,0.903603,0.19023268,0.36620594307274446,1.0
CHSY1,0.9027665,0.40320218,0.36664982417440206,1.0
UTP14A,0.9024877,0.2444453,0.3667978590616451,1.0
RAD51B,0.9019511,0.6208166,0.36708286123593126,1.0
VPS13D,0.90156704,0.38008666,0.36728691809078606,1.0
CFAP298,0.9010199,0.15354179,0.36757775127680614,1.0
INO80D,0.89970464,0.30322132,0.3682774562011859,1.0
TRIM33,0.8996205,0.22677712,0.3683222655265955,1.0
YTHDF3,0.8989365,0.26397783,0.3686864670831157,1.0
AL133259.1,0.8987419,5.4598117,0.368790165396953,1.0
TENT4A,0.8982526,0.45529294,0.36905089262179525,1.0
USP16,0.8982158,0.17279345,0.36907052188977696,1.0
NOL8,0.8976581,0.235323,0.36936784444992643,1.0
GGCT,0.897353,0.22101182,0.3695305933959844,1.0
WRN,0.8971689,0.38183215,0.36962882552959975,1.0
DHRSX,0.89618504,0.4741706,0.37015394076608255,1.0
KAT5,0.8960272,0.31989887,0.3702382269688138,1.0
IFIT5,0.89588517,0.31340316,0.3703140947433333,1.0
MTIF2,0.89565897,0.3582854,0.37043494113207054,1.0
RUVBL2,0.8945962,0.19216284,0.37100296582241366,1.0
NMNAT1,0.8942227,0.6213963,0.3712027463951114,1.0
LARGE-AS1,0.89394385,23.186262,0.37135192187794974,1.0
MEGF11,0.89387023,3.1923246,0.37139133293160986,1.0
MICU2,0.89323366,0.14935899,0.37173206516055457,1.0
PREB,0.89231294,0.23175697,0.37222520253161584,1.0
AC016026.2,0.8912029,4.3817825,0.37282032422520217,1.0
AC018362.1,0.89018226,0.8562277,0.37336801749428716,1.0
MACO1,0.88995606,0.2984085,0.3734894808299335,1.0
AC068193.1,0.8895615,2.0244472,0.37370139401295144,1.0
RNF6,0.88913536,0.22083795,0.3739303438096042,1.0
AC253572.2,0.8886987,0.15405567,0.3741650366918464,1.0
LNX2,0.8880779,0.672533,0.3744988532601129,1.0
PDE8A,0.88797265,0.6824765,0.3745554505851265,1.0
NRGN,0.88785166,2.1164463,0.3746205440464764,1.0
FER,0.88782537,0.70462793,0.3746346957243668,1.0
FAAP100,0.8877096,0.49870124,0.3746969670334408,1.0
ZNF550,0.8875728,0.6671445,0.3747705686478404,1.0
ZNF182,0.88751495,0.611651,0.37480171048254873,1.0
GORAB,0.88708884,0.5036285,0.37503107688220794,1.0
ZNF493,0.88679945,0.3404014,0.37518686893443665,1.0
LINC00426,0.88669425,0.5162183,0.37524353050261183,1.0
JADE3,0.8863365,4.892766,0.37543621937755867,1.0
IGLV6-57,0.8860945,4.63605,0.37556660238529527,1.0
ZDHHC13,0.8855263,0.51275927,0.3758728289022486,1.0
UTP20,0.8854684,0.36826333,0.3759040272882356,1.0
AC027682.4,0.885379,1.3797941,0.375952246120269,1.0
CLK2,0.88347983,0.58453554,0.376977088532356,1.0
LPCAT1,0.8832431,0.06109879,0.37710495962641977,1.0
CHEK2,0.8829695,0.94107634,0.3772527550834538,1.0
NOC4L,0.88284326,0.33058172,0.37732098041395834,1.0
PCNX4,0.8816174,0.27349365,0.37798372996455476,1.0
AL079338.1,0.8815543,6.854207,0.3780178823945265,1.0
YIPF1,0.88154376,0.37613222,0.37802357465098646,1.0
AC069503.1,0.8813649,6.0975614,0.37812035108894526,1.0
SIN3A,0.8805915,0.22270124,0.37853894245108866,1.0
SEC24D,0.8794499,0.309372,0.37915738420226563,1.0
MIGA1,0.8787186,0.29684466,0.3795538553439328,1.0
TBCK,0.87724555,0.4343348,0.3803532759362859,1.0
ZFP64,0.8768089,0.7101649,0.3805904456860517,1.0
PEBP4,0.8766142,2.1762807,0.38069620122832726,1.0
HS1BP3,0.875883,0.42957655,0.3810936603225995,1.0
AC092279.1,0.8755621,0.8119932,0.38126816522056506,1.0
YIF1A,0.87509906,0.1534606,0.3815199963936282,1.0
FKBPL,0.8750149,1.0967587,0.3815657948438099,1.0
LRRC27,0.8749202,1.0508882,0.38161732213252897,1.0
EEF1AKMT4,0.8738312,0.86945355,0.38221019278516755,1.0
TICAM1,0.8735839,0.6519484,0.38234488456500304,1.0
PDXDC1,0.87280005,0.25771138,0.38277207849700623,1.0
MED20,0.8725107,1.0972962,0.3829298414162894,1.0
MYLK-AS1,0.8718636,0.8149213,0.38328280082209254,1.0
MED13,0.8715742,0.3033205,0.38344069264874103,1.0
ARMCX3,0.871227,0.14754339,0.3836302154084048,1.0
MSMP,0.87077457,3.2418032,0.38387725534491013,1.0
AC104162.2,0.87067986,0.70203215,0.38392897369828183,1.0
AC103858.1,0.87049574,2.3678753,0.38402954937061284,1.0
RIC3,0.8698802,0.2588665,0.3843658764990522,1.0
AC139887.2,0.8693331,0.40456077,0.3846649851688708,1.0
HHIP,0.8692068,5.8575096,0.3847340304561916,1.0
DGAT2,0.8690595,5.448543,0.3848145928692046,1.0
AC009120.2,0.86903316,0.65618193,0.3848289800997521,1.0
IGLV1-51,0.86895424,5.471441,0.38487214376474066,1.0
REV3L,0.86822826,0.35186428,0.38526938835591806,1.0
DDX46,0.86789155,0.105154395,0.38545370275382285,1.0
STK38L,0.86731285,0.20686254,0.3857706189818001,1.0
ARFGEF2,0.8667868,0.34736842,0.38605886271183676,1.0
DDX52,0.8667236,0.20814823,0.38609346079482476,1.0
MPPE1,0.8664343,0.19218062,0.386252059564809,1.0
GDAP2,0.86571354,0.40641898,0.3866472875715231,1.0
WDR83,0.8646666,0.3287016,0.3872218172789289,1.0
NEIL2,0.8645035,0.515393,0.3873113637270247,1.0
POU4F1,0.86414576,23.550056,0.38750783241757536,1.0
AC103831.1,0.86414576,23.321327,0.38750783241757536,1.0
AC025437.4,0.86414576,23.322184,0.38750783241757536,1.0
CHL1,0.86414576,23.116896,0.38750783241757536,1.0
MRPL39,0.86309355,0.3307399,0.3880860335616747,1.0
TCTE3,0.86200976,0.40275416,0.3886821299415225,1.0
AC083862.3,0.8614995,0.8582703,0.38896300904847836,1.0
ACAD10,0.8581798,0.8242965,0.3907931852749664,1.0
MED8,0.85796934,0.15472084,0.39090937882753973,1.0
ZFX,0.8573275,0.24714217,0.3912638987388368,1.0
AL513190.1,0.8566699,5.0467267,0.39162733874287814,1.0
PXDC1,0.8563227,4.4675403,0.3918193176850855,1.0
PSEN2,0.8560281,1.2736748,0.3919822536798655,1.0
AL512625.3,0.85593337,1.2280941,0.3920346346920238,1.0
CNP,0.8558071,0.29266745,0.39210448264627895,1.0
DCAF6,0.8553757,0.34942365,0.39234318677196967,1.0
MCM2,0.8543077,1.0384835,0.3929345040270118,1.0
PRRC1,0.85367644,0.23776615,0.3932843050224498,1.0
STAMBP,0.85367644,0.20056203,0.3932843050224498,1.0
RIPK2,0.8534344,0.33838472,0.3934184454039983,1.0
AC005332.2,0.8531188,1.9969211,0.3935934527586261,1.0
ARHGAP22,0.85306615,2.4216247,0.39362262523373803,1.0
KPNB1,0.85291886,0.13255188,0.3937043151293339,1.0
AC015987.1,0.85259265,1.2207812,0.3938852364245623,1.0
AP4B1,0.852277,0.5198165,0.3940603694613076,1.0
HK2,0.8521718,1.151035,0.3941187576120274,1.0
KREMEN2,0.85178244,7.355547,0.3943348392919125,1.0
AL592429.2,0.8516141,6.1370325,0.3944283022150712,1.0
KCNMA1,0.8515194,4.986456,0.3944808809983956,1.0
RBM26-AS1,0.85108805,0.88454324,0.3947204602186313,1.0
PLGLB2,0.85058296,1.2444184,0.395001055000769,1.0
KCTD3,0.85047776,2.0730965,0.39505952742317196,1.0
AC004556.3,0.8503041,0.38584793,0.3951560183601318,1.0
PAIP1,0.85015684,0.20781365,0.3952379006294604,1.0
AL008729.1,0.84915197,3.8989785,0.3957967282272006,1.0
SPATA1,0.84876794,1.5451856,0.3960104375605471,1.0
E2F1,0.8487574,1.6971292,0.3960162935914058,1.0
LINC02413,0.84874165,3.6658556,0.39602507773575246,1.0
AP003307.1,0.8485943,0.688681,0.3961070687572037,1.0
WFS1,0.8481208,1.5735317,0.3963706807454521,1.0
UBXN2B,0.8475,0.3032838,0.3967164657660228,1.0
SLC25A43,0.84561133,1.0567592,0.39776959156897695,1.0
DCTN1,0.845059,0.2137316,0.3980779270734829,1.0
PARG,0.84483796,0.3214793,0.39820130158792355,1.0
IGHV1-2,0.84419614,4.6114345,0.39855980579725614,1.0
GLDC,0.8436595,3.8979263,0.39885968796144877,1.0
HIST1H2BC,0.8434491,0.290506,0.3989773258796079,1.0
DNAAF2,0.8408344,0.20038125,0.40044071814418514,1.0
C17orf80,0.83950865,0.52193683,0.401183950621405,1.0
DIRAS1,0.8393455,5.808572,0.4012754371921118,1.0
FAM81A,0.8391877,5.321815,0.4013639845079777,1.0
NAA50,0.839072,0.0800357,0.40142892666056396,1.0
TMEM234,0.83895624,0.91244614,0.40149387512033274,1.0
NT5DC2,0.8387563,1.3752654,0.4016060736785767,1.0
ANKRD50,0.8386616,2.834097,0.40165922693122014,1.0
SLC39A11,0.8384722,0.6760076,0.4017655461010209,1.0
ZIK1,0.8375305,1.0483081,0.40229443932042386,1.0
TRAF6,0.8373622,0.34568882,0.4023890340374542,1.0
CLPTM1,0.837178,0.14323372,0.4024925122791919,1.0
NUGGC,0.8367203,0.8270628,0.40274979873167804,1.0
TTC24,0.8357786,1.1955708,0.40327946817491866,1.0
EIF4E,0.8355997,0.1587494,0.40338012291416525,1.0
WDFY1,0.8351368,0.32423523,0.4036407109261614,1.0
NUDT7,0.835,0.6750947,0.4037177221248951,1.0
BCL2L13,0.8346738,0.3037382,0.4039013997112093,1.0
AL109811.2,0.83446336,0.8672661,0.404019927922333,1.0
LRBA,0.8344107,0.25796086,0.4040495632276433,1.0
NIPAL4,0.8343476,23.21331,0.404085127311283,1.0
NADSYN1,0.83426344,0.22839962,0.4041325490035498,1.0
AP1G2,0.8340898,0.30563658,0.4042303667614481,1.0
TAB3,0.83274305,0.49694666,0.4049896765555284,1.0
AP003774.2,0.8326588,0.62695587,0.40503716171368587,1.0
CWF19L2,0.83158034,0.1515574,0.40564585977796963,1.0
POLR2B,0.83132255,0.16104072,0.40579143434451415,1.0
PRKCSH,0.83113843,0.13707228,0.4058954352803643,1.0
LINC01410,0.830444,2.415024,0.406287810591646,1.0
WWP2,0.83008623,0.4065589,0.40649003166751574,1.0
CA13,0.8288236,1.2276762,0.40720423312558096,1.0
ZBTB5,0.82876045,1.0353966,0.4072399628312705,1.0
CYSTM1,0.8284501,0.40826413,0.4074156610749924,1.0
POC1B,0.8280713,0.36906445,0.40763013370824863,1.0
LNX1,0.82792395,1.8655128,0.4077135579034141,1.0
PAF1,0.8277767,0.18379411,0.4077969922735405,1.0
LCLAT1,0.82712954,0.36722195,0.4081636280505909,1.0
ERVK13-1,0.82681394,0.48174572,0.4083425460032313,1.0
DISP1,0.8266929,1.1433101,0.4084111436012309,1.0
IGHV4-39,0.8264877,4.396931,0.4085274769505933,1.0
PPM1J,0.8264562,4.4755898,0.40854537614010145,1.0
C11orf54,0.82641405,0.39965385,0.40856924245248705,1.0
COG2,0.8259511,0.23800272,0.40883182667438467,1.0
PDCD7,0.8257512,0.106203385,0.4089452463632479,1.0
CEP104,0.82530403,0.25954124,0.40919901608422193,1.0
ATL2,0.82523036,0.2704189,0.4092408224353763,1.0
AL138724.1,0.8237836,0.6039687,0.41006253371918644,1.0
FAM234B,0.82370466,2.0619698,0.4101073825224365,1.0
EIF1AD,0.8231628,0.38139609,0.41041542304088185,1.0
AC107375.1,0.822784,1.8167241,0.41063083395009925,1.0
ST6GALNAC3,0.822179,2.4021437,0.41097503230911636,1.0
ZNF793,0.8217213,0.7599402,0.41123553963924553,1.0
RCN2,0.8206638,0.13518123,0.411837776113294,1.0
SH3PXD2A,0.820506,0.60167766,0.4119277070024492,1.0
BORCS8,0.8204797,0.21006744,0.41194269661632044,1.0
SLC7A5,0.8203008,0.5829181,0.4120446345701738,1.0
AC097376.3,0.82000095,0.34728003,0.41221556411048055,1.0
SPRYD7,0.819901,0.27525634,0.41227254996558627,1.0
CDC42-IT1,0.8195801,1.2232678,0.4124555361201878,1.0
TBL2,0.81792814,0.3609779,0.4133982263263932,1.0
PDHB,0.8177545,0.1407457,0.41349737289498867,1.0
NAIP,0.81681806,0.42405552,0.4140324062001167,1.0
AC008957.1,0.8160026,1.7281909,0.414498639469264,1.0
CEP152,0.81599736,0.66106707,0.4145016484335037,1.0
GAS8,0.81579745,1.5064456,0.41461599864609167,1.0
REPS2,0.8157396,2.7411118,0.4146491035044203,1.0
FIGNL1,0.8155607,0.470685,0.4147514374925251,1.0
NME6,0.81465054,0.26955545,0.41527236812909896,1.0
HLX,0.81433487,4.5423484,0.4154531279634971,1.0
THOP1,0.8140666,0.49854842,0.4156068103604429,1.0
SPATA5L1,0.8132459,0.59274936,0.41607710607361914,1.0
ASB3,0.8127093,0.34407836,0.41638477689663356,1.0
HMG20A,0.812604,0.26603004,0.4164451202476479,1.0
INTS10,0.81215686,0.22012359,0.4167016370493868,1.0
PIGH,0.81212527,0.2648713,0.4167197476387712,1.0
AC067852.3,0.81192535,3.6087513,0.41683445881952097,1.0
PPM1B,0.81093633,0.1866542,0.4174022512150971,1.0
TOP3A,0.8100735,0.5404973,0.4178979315433107,1.0
KLC1,0.80944747,0.21941763,0.41825781900437986,1.0
BIK,0.8091476,0.7394862,0.4184302666932077,1.0
HMBS,0.80913705,0.40456256,0.41843631824928074,1.0
TMEM231,0.808853,1.4899861,0.4185997297375409,1.0
NUTF2,0.80781657,0.088020265,0.4191961974296682,1.0
DDX10,0.80715895,0.31778964,0.4195749258613892,1.0
RB1-DT,0.80520713,1.224844,0.4207001757124236,1.0
IGHV4-59,0.8045495,23.368166,0.421079701708724,1.0
RPE,0.8043969,0.42722726,0.42116778044672587,1.0
TRMT61A,0.80436534,0.44414628,0.4211860049835848,1.0
LRRC37A2,0.8035552,0.8184783,0.42165392643645516,1.0
LEAP2,0.80306065,0.8727312,0.4219396906066315,1.0
EDRF1,0.8026187,0.30193064,0.4221951503733383,1.0
NCOA5,0.8019821,0.2581317,0.42256329337618626,1.0
GEMIN4,0.80180854,0.5269839,0.42266372864256696,1.0
AC026202.2,0.80135083,3.4528818,0.42292857954460883,1.0
NEXN,0.80035126,1.0749228,0.42350732732862184,1.0
PRPF38B,0.80021447,0.1145841,0.4235865604275152,1.0
TRIP6,0.79982513,0.69552827,0.4238121174861552,1.0
BABAM1,0.79954106,0.15853643,0.4239767575112682,1.0
POU5F2,0.799257,0.7058511,0.42414143493753675,1.0
PPP2R2A,0.79920435,0.13426,0.42417193486121196,1.0
